FID;ID_UC0;NOME_UC1;ID_WCMC2;CATEGORI3;GRUPO4;ESFERA5;ANO_CRIA6;GID7;QUALIDAD8;ATO_LEGA9;DT_ULTIM10;CODIGO_U11;NOME_ORG12;POINT_X;POINT_Y
363;996;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO;352144;Área de Proteção Ambiental;US;estadual;1995;3914;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 16498 de 02/04/1995;28/05/2010;0000.13.0996;Secretaria de Estado do Meio Ambiente do Amazonas;-60.533445;-2.247836
364;320;ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS;351865;Área de Proteção Ambiental;US;estadual;1999;11070;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 7.595 de 06/09/1999;01/10/2014;0000.29.0320;Secretaria do Meio Ambiente da Bahia;-38.664796;-12.873562
365;355;ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO PANDEIROS; ;Área de Proteção Ambiental;US;estadual;1995;3076;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 11901 de 02/09/1995;21/08/2009;0000.31.0355;Instituto Estadual de Florestas de Minas Gerais;-44.897322;-15.279737
366;321;ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO COBRE / SÃO BARTOLOMEU;351867;Área de Proteção Ambiental;US;estadual;2001;1990;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 7.970 de 06/06/2001;19/07/2012;0000.29.0321;Secretaria do Meio Ambiente da Bahia;-38.454888;-12.872116
367;314;ÁREA DE PROTEÇÃO AMBIENTAL GRUTAS DOS BREJÕES / VEREDAS DO ROMÃO GRAMACHO;19471;Área de Proteção Ambiental;US;estadual;1985;2013;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 32.487 de 14/11/1985;23/07/2012;0000.29.0314;Secretaria do Meio Ambiente da Bahia;-41.431879;-11.018859
368;548;ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA SERRA DA ESPERANÇA;351880;Área de Proteção Ambiental;US;estadual;1992;2135;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 9.905 de 27/01/1992;18/03/2016;0000.41.0548;Instituto Ambiental do Paraná;-51.102344;-25.635916
369;738;ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA;39850;Área de Proteção Ambiental;US;estadual;2001;3284;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 29.213 de 14/09/2001;07/03/2014;0000.33.0738;Instituto Estadual do Ambiente do Rio de Janeiro;-42.382702;-22.376211
370;1749;ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DOURADA; ;Área de Proteção Ambiental;US;estadual;1998;3056;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 4.866 de 17/02/1998;06/08/2009;0000.52.1749;Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás;-50.205738;-16.034265
371;1026;ÁREA DE PROTEÇÃO AMBIENTAL DE SÃO GERALDO DO ARAGUAIA; ;Área de Proteção Ambiental;US;estadual;1996;1803;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 5.983 de 26/07/1996;19/02/2016;0000.15.1026;Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará;-48.494487;-6.230029
372;1723;APA MARINHA DO LITORAL CENTRO; ;Área de Proteção Ambiental;US;estadual;2008;7809;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 53.526 de 09/10/2008;22/09/2015;0000.35.1723;Fundação para Conservação e a Produção Florestal do Estado de São Paulo;-46.456330;-24.238736
373;315;ÁREA DE PROTEÇÃO AMBIENTAL LAGOAS E DUNAS DO ABAETÉ;33530;Área de Proteção Ambiental;US;estadual;1987;5067;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 351 de 23/09/1987;20/07/2012;0000.29.0315;Secretaria do Meio Ambiente da Bahia;-38.339179;-12.930378
374;1491;ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DE ARAGUAINA; ;Área de Proteção Ambiental;US;estadual;1999;1712;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 1.116 de 09/12/1999;17/07/2007;0000.17.1491;Instituto Natureza do Tocantins;-48.128221;-7.203594
375;453;ÁREA DE PROTEÇÃO AMBIENTAL DAS CABECEIRAS DO RIO CUIABÁ;115768;Área de Proteção Ambiental;US;estadual;1998;3789;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 2.206 de 23/04/1998;24/11/2011;0000.51.0453;Secretaria de Estado do Meio Ambiente de Mato Grosso;-55.298030;-14.437006
376;309;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE;351870;Área de Proteção Ambiental;US;estadual;1993;1998;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 2.186 de 08/06/1993;20/07/2012;0000.29.0309;Secretaria do Meio Ambiente da Bahia;-39.110546;-14.374326
377;1471;ÁREA DE PROTEÇÃO AMBIENTAL  BONFIM/GUARAÍRA; ;Área de Proteção Ambiental;US;estadual;1999;1438;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 14.369 de 22/03/1999;28/06/2007;0000.24.1471;Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte;-35.173187;-6.082594
378;1721;APA MARINHA DO LITORAL NORTE; ;Área de Proteção Ambiental;US;estadual;2008;4515;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 53.525 de 09/10/2008;10/09/2015;0000.35.1721;Fundação para Conservação e a Produção Florestal do Estado de São Paulo;-45.183466;-23.711684
379;920;ÁREA DE PROTEÇÃO AMBIENTAL DO CATOLÉ E FERNÃO VELHO; ;Área de Proteção Ambiental;US;estadual;1992;1742;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 5347 de 28/05/1992;29/04/2011;0000.27.0920;Instituto do Meio Ambiente de Alagoas;-35.797266;-9.582344
380;1639;APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO; ;Área de Proteção Ambiental;US;estadual;1986;2616;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 9.417 de 24/04/1986;18/08/2017;0000.53.1639;Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF;-47.906928;-15.918015
381;940;ÁREA DE PROTEÇÃO AMBIENTAL IGARAPÉ SÃO FRANCISCO; ;Área de Proteção Ambiental;US;estadual;2005;4670;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 12310 de 27/06/2005;26/04/2011;0000.12.0940;Secretaria de Estado de Meio Ambiente do Acre;-68.022457;-9.933667
382;336;ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA;351885;Área de Proteção Ambiental;US;estadual;2007;2750;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 1876-R de 05/07/2007;17/06/2016;0000.32.0336;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;-39.766645;-18.650315
383;887;ÁREA DE PROTEÇÃO AMBIENTAL DE SANTA RITA; ;Área de Proteção Ambiental;US;estadual;1984;1932;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Lei ordinária nº 4607 de 20/12/1984;03/10/2011;0000.27.0887;Instituto do Meio Ambiente de Alagoas;-35.825161;-9.703724
384;1974;APA PIRACICABA JUQUERI MIRIM ÁREA I; ;Área de Proteção Ambiental;US;estadual;1991;4562;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 7438 de 16/07/1991;14/09/2015;0000.35.1974;Fundação para Conservação e a Produção Florestal do Estado de São Paulo;-47.674362;-22.293149
385;886;ÁREA DE PROTEÇÃO AMBIENTAL DA FAZENDINHA; ;Área de Proteção Ambiental;US;estadual;2004;2401;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei complementar nº 0873 de 31/12/2004;02/10/2008;0000.16.0886;Secretaria de Estado do Meio Ambiente do Amapá;-51.128914;-0.051084
386;407;ÁREA DE PROTEÇÃO AMBIENTAL LAJEDÃO;351906;Área de Proteção Ambiental;US;estadual;1998;3087;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 39951 de 09/10/1998;21/08/2009;0000.31.0407;Instituto Estadual de Florestas de Minas Gerais;-43.806424;-14.856417
387;1887;ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE; ;Área de Proteção Ambiental;US;estadual;1991;3753;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 11.900 de 09/10/1991;03/03/2011;0000.21.1887;Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão;-44.987044;-2.972667
388;327;ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO;351852;Área de Proteção Ambiental;US;estadual;1994;2025;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 3.413 de 01/09/1994;19/07/2012;0000.29.0327;Secretaria do Meio Ambiente da Bahia;-38.969930;-16.085066
389;1704;APA JUNDIAí; ;Área de Proteção Ambiental;US;estadual;1984;4534;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 4095 de 01/06/1984;17/10/2017;0000.35.1704;Fundação para Conservação e a Produção Florestal do Estado de São Paulo;-46.903764;-23.189560
390;408;ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO SABONETAL; ;Área de Proteção Ambiental;US;estadual;1998;3089;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 39952 de 09/10/1998;21/08/2009;0000.31.0408;Instituto Estadual de Florestas de Minas Gerais;-43.985471;-15.350681
391;1892;ÁREA DE PROTEçãO AMBIENTAL DOS MORROS GARAPENSES; ;Área de Proteção Ambiental;US;estadual;2010;3760;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 25.087 de 31/12/2010;03/03/2011;0000.21.1892;Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão;-43.044252;-3.999397
392;1500;ÁREA DE PROTEçãO AMBIENTAL FOZ DO RIO SANTA TEREZA; ;Área de Proteção Ambiental;US;estadual;1997;1716;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 905 de 21/03/1997;27/07/2007;0000.17.1500;Instituto Natureza do Tocantins;-48.582593;-11.874957
393;731;ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS;116085;Área de Proteção Ambiental;US;estadual;1986;5231;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Decreto nº 9452 de 05/12/1986;06/08/2014;0000.33.0731;Instituto Estadual do Ambiente do Rio de Janeiro;-44.253787;-23.137556
394;1028;ÁREA DE PROTEÇÃO AMBIENTAL PAYTUNA; ;Área de Proteção Ambiental;US;estadual;2001;12182;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 6.426 de 19/12/2001;19/02/2016;0000.15.1028;Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará;-54.231335;-2.102361
395;894;ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO; ;Área de Proteção Ambiental;US;estadual;2004;3063;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 43911 de 06/11/2004;21/08/2009;0000.31.0894;Instituto Estadual de Florestas de Minas Gerais;-45.074908;-14.864057
396;1569;ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DO OURO; ;Área de Proteção Ambiental;US;estadual;2006;2029;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 10.194 de 28/12/2006;19/07/2012;0000.29.1569;Secretaria do Meio Ambiente da Bahia;-40.117322;-14.615188
397;953;ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DO URUAÚ;352190;Área de Proteção Ambiental;US;estadual;1999;1910;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 25.355 de 27/01/1999;17/11/2010;0000.23.0953;Secretaria do Meio Ambiente do Ceará;-38.092425;-4.224655
398;956;ÁREA DE PROTEÇÃO AMBIENTAL DO ESTUÁRIO DO RIO MUNDAÚ;352194;Área de Proteção Ambiental;US;estadual;1999;1921;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 25.414 de 31/03/1999;15/02/2016;0000.23.0956;Secretaria do Meio Ambiente do Ceará;-39.405574;-3.198181
399;941;ÁREA DE PROTEÇÃO AMBIENTAL LAGO DO AMAPÁ; ;Área de Proteção Ambiental;US;estadual;2005;4706;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 13.531 de 27/12/2005;27/04/2011;0000.12.0941;Secretaria de Estado de Meio Ambiente do Acre;-67.849819;-10.042214
400;948;ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DA ARATANHA;352117;Área de Proteção Ambiental;US;estadual;1998;1912;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 24.959 de 07/06/1998;15/02/2016;0000.23.0948;Secretaria do Meio Ambiente do Ceará;-38.662437;-4.008188
401;1703;APA ITUPARARANGA; ;Área de Proteção Ambiental;US;estadual;1998;4556;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 10100 de 01/12/1998;17/10/2017;0000.35.1703;Fundação para Conservação e a Produção Florestal do Estado de São Paulo;-47.183483;-23.683924
402;995;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUMÃ AÇU-TARUMÃ MIRIMA;352145;Área de Proteção Ambiental;US;estadual;1995;3919;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 16498 de 02/04/1995;28/05/2010;0000.13.0995;Secretaria de Estado do Meio Ambiente do Amazonas;-60.171245;-2.847281
403;1713;APA RIO PARDINHO E RIO VERMELHO; ;Área de Proteção Ambiental;US;estadual;2008;4577;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 12810 de 21/02/2008;17/09/2015;0000.35.1713;Fundação para Conservação e a Produção Florestal do Estado de São Paulo;-48.528492;-25.021200
404;1988;ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE; ;Área de Proteção Ambiental;US;estadual;1998;4817;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 38.971 de 26/10/1998;27/04/2011;0000.43.1988;Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS;-50.766258;-29.958654
405;500;ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA;61730;Área de Proteção Ambiental;US;estadual;1992;2099;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 1234 de 28/04/1992;18/03/2016;0000.41.0500;Instituto Ambiental do Paraná;-48.812242;-25.790003
406;736;ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DOS FRADES;352120;Área de Proteção Ambiental;US;estadual;1990;3283;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 1755 de 17/11/1990;12/09/2011;0000.33.0736;Instituto Estadual do Ambiente do Rio de Janeiro;-42.774440;-22.343570
407;316;ÁREA DE PROTEÇÃO AMBIENTAL LAGOAS DE GUARAJUBA; ;Área de Proteção Ambiental;US;estadual;1991;2015;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Resolução nº 387 de 28/02/1991;19/07/2012;0000.29.0316;Secretaria do Meio Ambiente da Bahia;-38.077602;-12.647815
408;1498;ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO;351911;Área de Proteção Ambiental;US;estadual;1997;1720;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 906 de 21/05/1997;27/07/2007;0000.17.1498;Instituto Natureza do Tocantins;-48.219603;-10.050669
409;1697;APA CAJATI; ;Área de Proteção Ambiental;US;estadual;2008;4573;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 12810 de 21/02/2008;17/09/2015;0000.35.1697;Fundação para Conservação e a Produção Florestal do Estado de São Paulo;-48.228122;-24.837129
410;1718;APA SISTEMA CANTAREIRA; ;Área de Proteção Ambiental;US;estadual;1998;4614;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 10111 de 04/12/1998;17/10/2017;0000.35.1718;Fundação para Conservação e a Produção Florestal do Estado de São Paulo;-46.440323;-23.066951
411;1470;AREA DE PROTEÇÃO AMBIENTAL DE JENIPABU; ;Área de Proteção Ambiental;US;estadual;1995;1437;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 12.620 de 17/05/1995;28/06/2007;0000.24.1470;Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte;-35.213852;-5.711309
412;2309;ÁREA DE PROTEÇÃO AMBIENTAL RONCADOR; ;Área de Proteção Ambiental;US;estadual;2006;5528;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Decreto nº 27.204 de 07/06/2006;30/08/2012;0000.25.2309;Superintendência de Administração do Meio Ambiente da Paraíba;-35.526296;-6.764722
413;322;ÁREA DE PROTEÇÃO AMBIENTAL SERRA BRANCA / RASO DA CATARINA;351853;Área de Proteção Ambiental;US;estadual;2001;2022;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 7.972 de 06/06/2001;20/07/2012;0000.29.0322;Secretaria do Meio Ambiente da Bahia;-38.646389;-9.883077
414;1716;APA SERRA DO MAR; ;Área de Proteção Ambiental;US;estadual;1984;4542;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 22717 de 21/09/1984;17/10/2017;0000.35.1716;Fundação para Conservação e a Produção Florestal do Estado de São Paulo;-47.817414;-24.220292
415;2065;ÁREA DE PROTEÇÃO AMBIENTAL DO RIO MADEIRA; ;Área de Proteção Ambiental;US;estadual;1991;5350;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 5124 de 17/07/1991;22/08/2011;0000.11.2065;Secretaria de Estado do Desenvolvimento Ambiental de Rondônia;-63.923518;-8.711145
416;1501;ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO;351900;Área de Proteção Ambiental;US;estadual;1997;1717;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 907 de 21/05/1997;27/07/2007;0000.17.1501;Instituto Natureza do Tocantins;-49.535019;-9.552180
417;949;ÁREA DE PROTEÇÃO AMBIENTAL DO LAGAMAR DO CAUIPE;352116;Área de Proteção Ambiental;US;estadual;1998;1922;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 24.957 de 08/06/1998;15/02/2016;0000.23.0949;Secretaria do Meio Ambiente do Ceará;-38.790774;-3.630988
418;735;ÁREA DE PROTEÇÃO AMBIENTAL DE GERICINÓ/MENDANHA;352118;Área de Proteção Ambiental;US;estadual;2005;3282;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 38183 de 05/09/2005;02/08/2012;0000.33.0735;Instituto Estadual do Ambiente do Rio de Janeiro;-43.507524;-22.807007
419;400;ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH; ;Área de Proteção Ambiental;US;estadual;1994;5630;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 35624 de 08/06/1994;05/10/2011;0000.31.0400;Instituto Estadual de Florestas de Minas Gerais;-43.791878;-20.106307
